epoch;loss;val_loss
0;0.6019724011421204;0.5214094519615173
0;0.7263635396957397;0.802112340927124
0;0.6536008715629578;0.9880419373512268
1;0.2880907356739044;1.4740569591522217
0;0.8097859025001526;0.548527181148529
1;0.2611684203147888;1.0811289548873901
2;0.19224682450294495;1.566395878791809
0;0.6858209371566772;0.7459850907325745
1;0.24019834399223328;1.3556809425354004
2;0.17664870619773865;1.7158610820770264
3;0.1330966204404831;1.8092327117919922
4;0.10048094391822815;1.8987846374511719
5;0.09323979914188385;1.8582791090011597
